approved,drug_id,experimental,illicit,investigational,name,nutraceutical,smile,vet_approved,withdrawn,adrs
0,DB03514,1,0,0,2-Methoxy-4-Vinyl-Phenol,0,COC1=CC(C=C)=CC=C1O,0,0,
0,DB03515,1,0,0,Equilenin,0,[H][C@@]12CCC(=O)[C@@]1(C)CCC1=C2C=CC2=C1C=CC(O)=C2,0,0,
0,DB03516,0,0,1,Eniluracil,0,O=C1NC=C(C#C)C(=O)N1,0,0,
0,DB03517,1,0,0,[Methylthio]Acetate,0,CSCC([O-])=O,0,0,
0,DB03518,1,0,0,Mevalonic acid,0,C[C@@](O)(CCO)CC(O)=O,0,0,
0,DB03520,1,0,0,6-Chloro-2-Fluoropurine,0,FC1=NC(Cl)=C2N=CN=C2N1,0,0,
0,DB03522,1,0,0,Aspartic Acid-4-Carboxymethyl Ester,0,N[C@@H](CC(=O)OCC(O)=O)C(O)=O,0,0,
0,DB03523,1,0,0,Brequinar,0,CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1F,0,0,
0,DB03524,1,0,0,"N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide",0,[H][C@]1(CO)O[C@]([H])(OC2=CC(=CC(=C2)N=C(O)CC2=CC=CS2)C(O)=NCCCN2CCN(CCCN)CC2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,0,0,
0,DB03525,1,0,0,RU79073,0,OP(O)(=O)OC1=C2NCCCC2=CC=C1,0,0,
0,DB03526,1,0,0,AL5927,0,COC1=CC=C(CNS(=O)(=O)C2=CC=C(S2)S(N)(=O)=O)C=C1,0,0,
0,DB03528,1,0,0,9-Beta-D-Xylofuranosyl-Adenine,0,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@@]1([H])O,0,0,
0,DB03530,1,0,0,Acylated Ceftazidime,0,[H][C@](C=O)(N=C(O)C(=N/OC(C)(C)C(O)=O)\C1=CSC(=N)N1)[C@@]1([H])SCC(=C)C(=N1)C(O)=O,0,0,
0,DB03531,1,0,0,Flavin-Adenine Dinucleotide-N5-Isobutyl Ketone,0,[H][C@@](O)(COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])([N+]2=CN=C3C2=NC=NC3=N)[C@]([H])(O)[C@]1([H])O)[C@@]([H])(O)[C@@]([H])(O)CN1C2=C(C=C(C)C(C)=C2)N(C(=O)C(C)C)C2=C1N=C(O)N=C2[O-],0,0,
0,DB03532,1,0,0,Phosphomethylphosphonic Acid Guanylate Ester,0,[H][C@]1(COP(O)(=O)CP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])O,0,0,
0,DB03533,1,0,0,Glycoluril,0,O=C1N[C@@H]2NC(=O)N[C@@H]2N1,0,0,
0,DB03534,1,0,0,3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide,0,CN(CC1=C(N)C=CC(=C1)C(=O)N(C)CC1=CC2=C(C=CC=C2)N1C)C(C)=O,0,0,
0,DB03535,1,0,0,Z-Pro-Prolinal,0,[H][C@]1(CCCN1C(=O)[C@]1([H])CCCN1C(=O)OCC1=CC=CC=C1)C=O,0,0,
0,DB03536,1,0,0,Benzoyl-Arginine-Alanine-Methyl Ketone,0,[H][C@@](C)(N=C(O)[C@]([H])(CCCNC(N)N)N=C(O)OCC1=CC=CC=C1)C(=O)CF,0,0,
0,DB03537,1,0,0,[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid,0,[H]\C(=C1\N=C(N(CC(O)=O)C1=O)[C@@]([H])(N)CO)C1=CC=C(O)C=C1,0,0,
0,DB03539,1,0,0,2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose,0,[H][C@]1(O)[C@]([H])(O)[C@@]2([H])N=C(O[C@@]2([H])[C@]1([H])CO)N=C,0,0,
0,DB03540,1,0,0,Norcamphor,0,[H][C@]12CC[C@]([H])(C1)C(=O)C2,0,0,
0,DB03541,1,0,0,"10-Propargyl-5,8-Dideazafolic Acid",0,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(CC#C)CC1=CC=C2NC(N)=NC(=O)C2=C1)C(O)=O,0,0,
0,DB03542,1,0,0,L-Myo-Inositol-1-Phosphate,0,[H][C@]1(O)[C@]([H])(O)[C@]([H])(O)[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(O)[C@]1([H])O,0,0,
0,DB03543,1,0,0,1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate,0,[H][C@@](O)(CNC1=CC=CC=C1C(O)=O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O,0,0,
0,DB03544,1,0,0,S-Phosphocysteine,0,N[C@@H](CSP(O)(O)=O)C(O)=O,0,0,
0,DB03546,1,0,0,"N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic acid",0,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)[C@@]([H])(CCCC1([H])C(O)=N[C@]([H])(N)N[C@]1([H])N)C(O)(O)C(F)(F)F)C(O)=O,0,0,
0,DB03548,1,0,0,3-deoxy-α-D-manno-oct-2-ulopyranosonic acid,0,[H][C@@](O)(CO)[C@@]1([H])O[C@](O)(C[C@@]([H])(O)[C@@]1([H])O)C(O)=O,0,0,
0,DB03549,1,0,0,Biotinyl P-Nitroaniline,0,[H][C@@]1(CCCCC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)SC[C@]2([H])NC(=O)N[C@]12[H],0,0,
0,DB03550,1,0,0,Isopenicillin N,0,[H][C@](N)(CCCC(O)=N[C@]1([H])C(=O)N2[C@]1([H])SC(C)(C)[C@]2([H])C(O)=O)C(O)=O,0,0,
0,DB03551,1,0,0,"(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium",0,[H]N1C=C(C[N+]2([H])C[C@H](O)[C@@H](CO)C2)C2N=CN([H])C(=O)C12,0,0,
0,DB03552,1,0,0,3-Tyrosine,0,N[C@@H](CC1=CC=CC(O)=C1)C(O)=O,0,0,
0,DB03553,1,0,0,Glutaric Acid,0,OC(=O)CCCC(O)=O,0,0,
0,DB03554,1,0,0,5-Iodouracil,0,IC1=CNC(=O)NC1=O,0,0,
0,DB03555,1,0,0,CRA_11092,0,[H][C@]1(C)CCCC[C@]1([H])OC1=CC=CC(C2=NC3=C(N2)C=C(F)C(=C3)C(N)=N)=C1O,0,0,
0,DB03556,1,0,0,"2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400",0,CCOCCOCCOCCOCCOCCOCCOCCOCCO,0,0,
0,DB03557,1,0,0,N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic Acid,0,[H]C(CS)(N=C(O)CCCCCN=C(O)[C@]([H])(CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)N=C(O)C([H])(CC(O)=O)N=C(O)CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)C(O)=N,0,0,
0,DB03558,1,0,0,Sp-876,0,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCC[C@]1([H])C(O)=NCCC(O)=O)C(O)=O,0,0,
0,DB03559,1,0,0,Cyclohexylformamide,0,O=CNC1CCCCC1,0,0,
0,DB03560,1,0,0,P-Hydroxybenzaldehyde,0,OC1=CC=C(C=O)C=C1,0,0,
0,DB03562,1,0,0,Tetrahydrodeoxyuridine,0,[H]N1C(=O)CCN(C2C[C@H](O)[C@@H](CO)O2)C1=O,0,0,
0,DB03564,1,0,0,"(4r)-2-Methylpentane-2,4-Diol",0,C[C@H](O)CC(C)(C)O,0,0,
0,DB03565,1,0,0,1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine,0,[H][C@@](COCCCCCCCC)(COP(O)(=O)OCCN)OP(O)(=O)CCCCCCC,0,0,
0,DB03566,1,0,0,Spermidine,0,NCCCCNCCCN,0,0,
0,DB03567,1,0,1,alpha-N-Acetyl-D-galactosamine,0,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,0,0,
0,DB03568,1,0,1,Butyric Acid,0,CCCC(O)=O,0,0,
0,DB03569,1,0,0,"4,5-Dehydro-L-Iduronic Acid",0,[H][C@@]1(O)OC(C(O)=O)=C(O)[C@]([H])(O)[C@@]1([H])O,0,0,
0,DB03570,1,0,0,Tris-Hydroxymethyl-Methyl-Ammonium,0,C[N+](CO)(CO)CO,0,0,
0,DB03571,1,0,0,"3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide",0,NC1=NC2=NN(N=C2C(O)=N1)C1=CC(=CC=C1)C(=O)NCC1=CC(Cl)=CC(Cl)=C1,0,0,
0,DB03572,1,0,0,FR230513,0,[H][C@](CO)(CCC1=CC=CC2=C1C=CC=C2)N1C=NC(=C1)C(N)=O,0,0,
0,DB03573,1,0,0,WRR-99,0,[H][C@](O)(CC(O)=O)C(=O)N[C@]([H])(CCC1=CC=CC=C1)C(=O)NCCC(C)C,0,0,
0,DB03574,1,0,0,Ferricrocin-Iron,0,[H][C@]1(CO)NC(=O)CNC(=O)[C@]2([H])CCCN3O[Fe-3]456(ON(CCC[C@]([H])(NC(=O)CNC1=O)C(=O)N[C@@]([H])(CCCN(O4)C(C)=[O+]5)C(=O)N2)C(C)=[O+]6)[O+]=C3C,0,0,
0,DB03575,0,1,0,Phencyclidine,0,C1CCN(CC1)C1(CCCCC1)C1=CC=CC=C1,0,0,"14, 08, 10, 24, 02, 11, 17, 06, 18, 22, 23, 07"
0,DB03576,1,0,0,N-Pyridoxyl-Threonine-5-Monophosphate,0,CC(O)C(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O,0,0,
0,DB03577,1,0,0,Alpha-Benzyl-Aminobenzyl-Phosphonic Acid,0,[H][C@](NCC1=CC=CC=C1)(C1=CC=CC=C1)P(O)(O)=O,0,0,
0,DB03578,1,0,0,Pyruvamide,0,CC(=O)C(N)=O,0,0,
0,DB03581,1,0,0,Glucose-6-Phosphate,0,O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@@H](O)C=O,0,0,
0,DB03582,1,0,0,N~2~-Succinylornithine,0,NCCC[C@H](NC(=O)CCC(O)=O)C(O)=O,0,0,
0,DB03583,1,0,0,"(2e,3s)-3-Hydroxy-5'-[(4-Hydroxypiperidin-1-Yl)Sulfonyl]-3-Methyl-1,3-Dihydro-2,3'-Biindol-2'(1'h)-One",0,OC1CCN(CC1)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)\C2=C1/NC2=C(C=CC=C2)[C@]1(C)O,0,0,
0,DB03584,1,0,0,4-Thio-beta-D-glucopyranose,0,[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(S)[C@]([H])(O)[C@@]1([H])O,0,0,
1,DB03585,0,0,0,Oxyphenbutazone,0,CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,0,1,
0,DB03586,1,0,0,"(3R,4R,5S,6R)-6-Fluoro-3,4,5-trihydroxytetrahydro-2H-pyran-2-olate",0,[H][C@]1(F)OC([O-])[C@H](O)[C@@H](O)[C@@H]1O,0,0,
0,DB03587,1,0,0,Pyruvaldehyde,0,CC(=O)C=O,0,0,
0,DB03588,1,0,0,Diphenylacetic Acid,0,OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,0,0,
0,DB03589,1,0,0,Alpha-Ketomalonic Acid,0,OC(=O)C(=O)C(O)=O,0,0,
0,DB03590,1,0,0,"2,6-Diaminopimelic Acid",0,N[C@@H](CCC[C@H](N)C(O)=O)C(O)=O,0,0,
0,DB03591,1,0,0,RU82209,0,[H][C@@](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)(N=C(C)O)C(O)=N[C@@]1([H])CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,0,0,
0,DB03592,1,0,0,Pterin-6-Yl-Methyl-Monophosphate,0,NC1=NC2=NC=C(COP(O)(O)=O)N=C2C(=O)N1,0,0,
0,DB03593,1,0,0,N7-Methyl-Guanosine-5'-Monophosphate,0,C[N+]1=CN([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C2=C1C(O)=NC(=N)N2,0,0,
0,DB03594,1,0,0,"1,2,4-Triazole",0,N1C=NC=N1,0,0,
0,DB03595,1,0,0,CRA_9785,0,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(OC(F)(F)F)=CC=C1[O-],0,0,
0,DB03596,1,0,0,N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide,0,[H][C@@](CC)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)C1=CC2=C(NC=C2)C=C1,0,0,
0,DB03597,1,0,0,Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine,0,[H][C@](N)(CCC(O)=N[C@@]([H])(CSCC1=CC=CC=C1I)C(O)=NCC(O)=O)C(O)=O,0,0,
0,DB03598,1,0,0,"Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",0,COC1=CC=CC(=C1)N1C(CN2CCOCC2)=CC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O,0,0,
0,DB03600,1,0,0,Capric acid,0,CCCCCCCCCC(O)=O,0,0,
0,DB03601,1,0,0,5-deoxyflavanone,0,OC1=CC=C(C=C1)[C@@H]1CC(=O)C2=CC=C(O)C=C2O1,0,0,
0,DB03602,1,0,0,S-Benzyl-Glutathione,0,[H][C@](N)(CCC(O)=N[C@@]([H])(CSCC1=CC=CC=C1)C(O)=NCC(O)=O)C(O)=O,0,0,
0,DB03603,1,0,0,Glucaric acid,0,O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O,0,0,
0,DB03604,0,0,1,Tiratricol,0,OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1,0,0,
0,DB03605,1,0,0,"(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid",0,[H][C@@](CC1=CC=CC=C1)(N(CC1=CC(=CC=C1)C(F)(F)F)C(=O)C1=C(Cl)C=C(Cl)C=C1)C(O)=O,0,0,
0,DB03606,1,0,0,(S)-Rolipram,0,[H][C@@]1(CNC(=O)C1)C1=CC=C(OC)C(OC2CCCC2)=C1,0,0,
0,DB03607,1,0,0,[(1R)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,0,[H][C@](N)(CO[B-](O)(O)[C@]([H])(CC1=CC=C(Cl)C=C1)N=C(C)O)C(O)=O,0,0,
0,DB03608,1,0,0,Diminazene,0,NC(=N)C1=CC=C(N\N=N\C2=CC=C(C=C2)C(N)=N)C=C1,0,0,
0,DB03609,1,0,0,3-Deoxyguanosine,0,[H][C@@]1(CO)C[C@@]([H])(O)[C@@]([H])(O1)N1C=NC2=C1NC(=N)N=C2O,0,0,
0,DB03610,1,0,0,4-(trifluoromethyl)phenol,0,OC1=CC=C(C=C1)C(F)(F)F,0,0,
0,DB03611,1,0,0,L-2-amino-4-methoxy-cis-but-3-enoic acid,0,[H]\C(OC)=C(/[H])[C@]([H])(N)C(O)=O,0,0,
0,DB03612,1,0,0,3-Hydroxybutyryl-Coenzyme A,0,CC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,0,0,
0,DB03613,1,0,0,4-Hydroxyphenacyl Coenzyme A,0,[H][C@](O)(C(O)=NCCC(O)=NCCSCC(=O)C1=CC=C(O)C=C1)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O,0,0,
1,DB03614,1,0,1,Methylcobalamin,0,C1(CC[C@@]2([C@@H](CC(N)=O)[C@@]3([C@@]4([N+]5=C([C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C(C)=C4[N+]6=C(C=C7[N+]8=C([C@H](C7(C)C)CCC(N)=O)C(C)=C2N3[Co-3]568([N+]2=CN([C@H]3O[C@@H]([C@@H](OP(O[C@@H](CN1)C)([O-])=O)[C@H]3O)CO)C1=CC(C)=C(C=C21)C)C)[C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C)[H])C)=O,0,0,
1,DB03615,1,0,0,Ribostamycin,0,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O,0,0,
0,DB03616,1,0,0,Kabiramide C,0,[H]\C(=C(\[H])[C@@]([H])(C)[C@@]([H])(OC)[C@@]([H])(C)C(=O)CC[C@]([H])(C)[C@]([H])(C[C@]1([H])OC(=O)C[C@]([H])(C[C@]([H])(C)C[C@]([H])(O)[C@]([H])(C)[C@@]([H])(OC)C2=COC(=N2)C2=COC(=N2)C2=COC(=N2)\C([H])=C([H])\C[C@]([H])(OC)[C@@]1([H])C)O[C@]([H])(N)O)OC)N(C)CO,0,0,
0,DB03617,1,0,0,Modified Acarbose Hexasaccharide,0,[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(O[C@]3([H])C(CO)=C[C@]([H])(N[C@]4([H])[C@@]([H])(C)O[C@]([H])(O[C@]5([H])[C@@]([H])(CO)O[C@]([H])(O[C@]6([H])[C@@]([H])(C)O[C@@]([H])(O)[C@]([H])(O)[C@@]6([H])O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,0,0,
0,DB03618,1,0,0,2-(Acetylamino)-2-Deoxy-4-O-Beta-D-Galactopyranosyl-Alpha-D-Glucopyranose,0,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])N=C(C)O,0,0,
1,DB03619,0,0,0,Deoxycholic Acid,0,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,0,0,
0,DB03621,1,0,0,"L-709,587",0,[H]\C(=C(\C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@]([H])(C[C@@]2([H])C)OC)[C@]([H])(C[C@@]([H])(C)[C@]([H])(O)\C(C)=C([H])\[C@@]([H])(CC)C(=O)C[C@]([H])(O)[C@@]1([H])C)OC)[C@]1([H])CC[C@@]([H])(OC2=CC=C3N(C)C=CC3=C2)[C@@]([H])(C1)OC,0,0,
0,DB03622,1,0,0,"2-Hydroxy-5-[4-(2-Hydroxy-Ethyl)-Piperidin-1-Yl]-5-Phenyl-1h-Pyrimidine-4,6-Dione",0,OCCC1CCN(CC1)[C@@]1(C(=O)NC(O)=NC1=O)C1=CC=CC=C1,0,0,
0,DB03623,1,0,0,"9-(4-Hydroxyphenyl)-2,7-Phenanthroline",0,OC1=CC=C(C=C1)C1=CC2=C(C=CC3=C2C=NC=C3)N=C1,0,0,
0,DB03624,1,0,0,7-(Carboxyamino)-8-Amino-Nonanoic Acid,0,C[C@H](N)[C@@H](CCCCCC(O)=O)NC(O)=O,0,0,
0,DB03626,1,0,0,"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione",0,COC1=CC(=O)C2=C(C(COC3=CC=CC=C3)=C(C)N2C)C1=O,0,0,
0,DB03627,1,0,0,Adamantane,0,C1C2CC3CC1CC(C2)C3,0,0,
0,DB03628,1,0,0,ISO24,0,CCC1=CC=C(NC(=O)P(O)(O)=O)C=C1,0,0,
0,DB03629,1,0,0,Pyridoxal-5'-Phosphate-N-Oxide,0,CC1=C(O)C(C=O)=C(COP(O)(O)=O)C=[N+]1[O-],0,0,
0,DB03630,1,0,0,2-Iodobenzylthio Group,0,SCC1=CC=CC=C1I,0,0,
0,DB03631,1,0,0,"3-(4-Hydroxy-3-Imino-6-Oxo-Cyclohexa-1,4-Dienyl)-Alanine",0,[H]N=C1C=C(C[C@]([H])(N)C(O)=O)C(=O)C=C1O,0,0,
0,DB03632,1,0,0,Argifin,0,[H][C@]1(C)N=C(O)C[C@]([H])(N=C(O)C[C@]([H])(N=C(O)[C@]([H])(CC2=CC=CC=C2)N(C)C(=O)[C@]([H])(CCCNC(=N)NC(O)=NC)N=C1O)C(O)=O)C(O)=O,0,0,
0,DB03633,1,0,0,Lpc-Ether,0,CCCCCCCCCCCCCCCCCCOC[C@@H](O)CO[P@@](O)(=O)OCC[N+](C)(C)C,0,0,
0,DB03634,1,0,0,"1,3-Di(N-Propyloxy-a-Mannopyranosyl)-Carbomyl 5-Methyazido-Benzene",0,[H]N(CCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C(=O)C1=CC(=CC(CN=[N+]=[N-])=C1)C(=O)N([H])CCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0,0,
0,DB03635,1,0,0,Ethanesulfonic Acid,0,CCS(O)(=O)=O,0,0,
0,DB03636,1,0,0,Glycinamid,0,NCC(N)=O,0,0,
0,DB03637,1,0,0,Guanidine-3-Propanol,0,NC(=[NH2+])NCCCO,0,0,
0,DB03638,1,0,0,Cytidyl-2'-5'-Phospho-Guanosine,0,[H][C@]1(CO)O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C3NC(=N)N=C4O)[C@]([H])(O)[C@]2([H])O)[C@]1([H])O,0,0,
0,DB03639,1,0,0,1-Guanidinium-7-Aminoheptane,0,NCCCCCCCNC(N)N,0,0,
0,DB03640,1,0,0,Beta-Hydroxyaspartic Acid,0,N[C@@H]([C@@H](O)C(O)=O)C(O)=O,0,0,
0,DB03641,1,0,0,"2'-deoxyuridine 5'-alpha,beta-imido-diphosphate",0,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(=O)NP(O)(O)=O)N1C=CC(O)=NC1=O,0,0,
0,DB03642,1,0,0,Benzofuran-2-Carboxylic Acid {(S)-3-Methyl-1-[3-Oxo-1-(Pyridin-2-Ylsulfonyl)Azepan-4-Ylcarbamoyl]Butyl}Amide,0,[H][C@@](CC(C)C)(N=C(O)C1=CC2=CC=CC=C2O1)C(O)=N[C@@]1([H])CCCN(CC1=O)S(=O)(=O)C1=CC=CC=N1,0,0,
0,DB03643,1,0,0,CRA_1144,0,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC=CC=C1[O-],0,0,
0,DB03644,1,0,0,3-hydroxyanthranilic acid,0,NC1=C(O)C=CC=C1C(O)=O,0,0,
0,DB03645,1,0,0,Phosphonoacetohydroxamic Acid,0,ONC(=O)CP(O)(O)=O,0,0,
0,DB03646,1,0,0,"2,3-di-O-phytanyl-sn-glycerol",0,[H][C@@](C)(CCCC(C)C)CCC[C@@]([H])(C)CCC[C@@]([H])(C)CCOC[C@@]([H])(CO)OCC[C@]([H])(C)CCC[C@]([H])(C)CCC[C@]([H])(C)CCCC(C)C,0,0,
0,DB03647,1,0,0,3-[Isopropyl(4-Methylbenzoyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid,0,CC(C)N(C(=O)C1=CC=C(C)C=C1)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O,0,0,
0,DB03648,1,0,0,2-{N'-[2-(5-Amino-1-Phenylcarbamoyl-Pentylcarbamoyl)-Hexyl]-Hydrazinomethyl}-Hexanoic Acid(5-Amino-1-Phenylcarbamoyl-Pentyl)-Amide,0,[H][C@](CCCC)(CNNC[C@]([H])(CCCC)C(O)=N[C@@]([H])(CCCCN)C(O)=NC1=CC=CC=C1)C(O)=N[C@@]([H])(CCCCN)C(O)=NC1=CC=CC=C1,0,0,
0,DB03649,1,0,0,"[{(5-Chloro-2-Pyridinyl)Amino} Methylene]-1,1-Bisphosphonate",0,OP(O)(=O)C(NC1=CC=C(Cl)C=N1)P(O)(O)=O,0,0,
0,DB03650,1,0,0,(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One,0,OC1=CC=C(C=C1)\N=C1/C(=O)NC2=CC=CC=C12,0,0,
0,DB03651,1,0,0,Picric acid,0,OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,0,0,
0,DB03652,1,0,0,beta-D-Galactopyranuronic acid,0,O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,0,0,
0,DB03653,1,0,0,"5-{[Ethyl(Methyl)Amino]Methyl}-2-Methyl-5,6-Dihydropyrimidin-4-Amine",0,CCN(C)CC1=CN=C(C)N=C1N,0,0,
0,DB03654,1,0,0,"S,S-Propylthiocysteine",0,[H][C@](N)(CSSCCC)C=O,0,0,
0,DB03656,1,0,0,Tribenuron Methyl,0,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)N(C)C1=NC(C)=NC(OC)=N1,0,0,
0,DB03657,1,0,0,1-Deoxy-1-Methoxycarbamido-Beta-D-Glucopyranose,0,[H][C@]1(CO)O[C@@]([H])(N=C(O)OC)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,0,0,
0,DB03658,1,0,0,"2-{1-[2-Amino-2-(4-Hydroxy-Phenyl)-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid",0,[H][C@](N)(C(O)=N[C@]([H])(C=O)[C@]1([H])N[C@@]([H])(C(O)=O)C(C)(C)S1)C1=CC=C(O)C=C1,0,0,
0,DB03659,1,0,0,Butylamine,0,CCCCN,0,0,
0,DB03660,1,0,0,4-Iodo-L-phenylalanine,0,[H][C@](N)(CC1=CC=C(I)C=C1)C(O)=O,0,0,
0,DB03661,1,0,0,Cysteinesulfonic Acid,0,N[C@@H](CS(O)(=O)=O)C(O)=O,0,0,
